vehicle_id,camera_id,count,mean,std,p0013,p02,p05,p10
68,S01c004,171,0.8593614101409912,0.09387313574552536,0.6174116016030312,0.65173499584198,0.6861376464366913,0.7253944277763367
69,S01c003,45,0.9246640801429749,0.03125296160578728,0.8719705338716507,0.874440667629242,0.8813581585884094,0.8859602093696595
69,S01c001,15,0.9305316805839539,0.02827213704586029,0.8741562060952187,0.8772740936279297,0.882276052236557,0.8938494920730591
69,S01c002,45,0.9088737368583679,0.04553525149822235,0.8155903055667877,0.8239359021186828,0.8423477649688721,0.847713053226471
69,S01c004,105,0.8915621638298035,0.05176027491688728,0.7529272184371948,0.7658272552490234,0.7815586566925049,0.8177849292755127
70,S01c003,1326,0.934985339641571,0.03938795626163483,0.7721997231245041,0.837921142578125,0.8632333725690842,0.8805696964263916
70,S01c001,78,0.92899489402771,0.06120907887816429,0.7615698100328445,0.7903054368495941,0.7935689628124237,0.8146742343902588
70,S01c002,171,0.9504803419113159,0.018311137333512306,0.8999817529916764,0.9086288928985595,0.921064704656601,0.9261896014213562
73,S01c003,153,0.9475764036178589,0.020191676914691925,0.8963892273902893,0.9011542344093323,0.9158140063285828,0.9224329352378845
73,S01c001,23220,0.934332549571991,0.05010085925459862,0.6863035955488682,0.7921701061725617,0.8345166832208634,0.8693919837474823
73,S01c002,561,0.9113089442253113,0.05078253522515297,0.7579219117164612,0.7990170121192932,0.8220199346542358,0.8391007781028748
73,S01c004,136,0.9390131831169128,0.03793215751647949,0.8665870559811593,0.8684964060783387,0.8746575564146042,0.879809707403183
